Num,Question,RelatedTags,Answer
1083,How old is Alder? In his 50s?,"['Age', 'Alder', 'Champion']",Alder is in his 50s.
1084,I wonder if Hoenn bans the twins from the betting pool.,"['Elite Four', 'Gym Leader', 'Liza', 'Norman', 'Sidney', 'Tate']","They do, but Sidney places bets with them anyways. Norman would go ballistic if he found out."
1085,Do the Distortion organs have a role in deciding it? like bio ghost dont have the organs so they are relegated to Ghost instead of Dark?,"['Dark type', 'Distortion', 'Ghost type', 'Pokemon Biology']","Yep! They're more likely to harness that energy directly, or channel it rather than using the organ."
1086,How do specialists and generalists compare in terms of numbers at different levels of training?,"['Champion', 'Cynthia', 'Gym Leader', 'Master Trainer', 'Pokemon Trainer']","Higher level generalists tend to hit the problem where they’re a jack of all trades, master of none. It’s only the most talented generalists that can really match the knowledge and skill shown by Master level specialists in their type.

So, in the bottom and mid-levels of trainers you tend to have more generalists. There’s absolutely a small number of trainers that set out determined to be a type specialist, but for the most part people find a particular type they like and begin leaning into that more as they grow.

But in the high ranks is where the specialists thrive. By Gym Leader-level you tend to have a 4:1 ratio of specialists:generalists

By the Master-level it’s almost entirely specialists since they can focus in on one type and bringing it to its fullest potential, almost always having nullified standard weaknesses by then.

Generalist Masters are very rare, perhaps 10% of an already tiny group. They tend to remain in the lower rungs, but when they do advance past that wall they’re monsters like Cynthia - growing from a Master of None to a Master of All."
1087,Was it the King's size or just his general power that required the Master Ball?,"['Bruno', 'King Under the Mountain', 'Master Ball', 'Pokeballs', 'Technology', 'Onix']","Size, really. There's only so much storage that can fit on that thing. The bandwidth alone to release and absorb it is already huge even at the rate it does. Power is more a function of how easy it is to force it to stay in the ball.

A pokeball can hold Mamoru as easily as a Caterpie, it's just how hard it is to make it stay in the first place.

For the King, it decided to go with Bruno after their challenge for several reasons. The first is that it greatly respected the abilities of Bruno and his team - Bruno himself played a role in defeating it by turning its own strength against itself, and to the King who had gone unchallenged for centuries due to his size, that made quite the impression. It saw the chance for growth with Bruno, as well as a great deal of respect for his noble spirit as well."
1088,"You can have a Pokémon without having a trainer license, right?","['Pokemon Trainer', 'Meta']","Training licenses are more like, you have gone through some amount of pre-requisite training to be able to work with people/beings who are going to be putting life and limb in moderate danger because that's the nature of the sport. The League wants to make sure there's a basic level of knowledge so there aren't any stupid, avoidable accidents because someone didn't know how to provide first aid.

It's also to keep track of who's actively training and battling, likely for the benefit of public works and services like Pokemon Centers (i.e. Traveler's universal medical care).

Very similar in a driver's license - you can be an excellent driver without ever having gone to driver's ed, but it's in the interest of the public to ensure that everyone on the road has a basic knowledge instead of gambling on who might happen to know what and who doesn't.

I would imagine it's more or less ingrained into a standard education curriculum. Something akin to a mix of life sciences, home-economics, basic budgeting/first aid/sex-ed practical skill courses, as well as parallel biology and practical knowledge courses tailored to working with pokemon of a variety of species. Many diverse skills that are organized into a useful curricula, essentially.

Like, I couldn't see it being lumped into a 'Pokemon' field, like we do with Mathematics, Reading, Science, etc.

No one label will suffice, so it's a holistic course-curricula."
1089,"Are there smaller communities that accommodate for that? Like if a bunch of people who have Onix or other Pokémon unsuitable to live in an urban area, would they go and form a more spacious community? Or one more specific for the Pokémon they prefer?","['Ash', 'Brock', 'Gym Leader', 'Mt. Hideaway', 'Onix', 'Pokemon Behaviour', 'Steelix']","So, things like Onix and Steelix just flat out can't tunnel around population centers and they have to be excessively careful about where they're released surface-side so they don't cause property damage. There was actually a fair bit about it during 'The Master' and 'The Storm' - as Ash thought about catching one of the giant Onix of Mt. Hideaway and Brock had to explain some of the Steelix protocols while they were tunneling."
1090,"Are TM moves that the pokemon's biology is able to perform, or are they moves that could be taught by other mons? Also, how exactly did humanity discover TM's?","['Pokemon Biology', 'Silph Corporation', 'Technology', 'TM', 'Pokemon Moves']","Yes and yes. You need to be capable of using a technique to use it - an Arbok can't use Double Kick. And most TM's are just moves, they can be taught directly - mentor to student - and that's how moves and techniques have always been passed down. TMs can create a shortcut to being able to use a technique, but it doesn't convey mastery, and many moves just flat out don't really work via the method.

Humanity - specifically Silph - developed them in recent years. The how is fuzzy, but I'd imagine it's some manipulation/copying of Psychic techniques to impart knowledge via technological means. I don't know the specifics, it's probably some technobabble like most pokemon science after a certain point."
1091,How often do masters under the league convene? Do they ever have meet-your-coworkers to deepen the bonds between them? I’m assuming it’d be to keep nationality and camaraderie strong.,"['Elite Four', 'Master Trainer', 'New Island']","The meeting in 'The Family' with the League gym leaders and Elites is about the closest you'd get to that. Maybe smaller tournaments alike to the kind that was supposed to be hosted on New Island on occasion, just to test who's the strongest.But aside from that I'd imagine not. Masters don't have a union, they don't really have any particular reason to build camaraderie or nationalistic sentiments. Aside from those explicitly employed by the League, they're still private citizens doing their own thing."
1092,How do evolution stones work? In the sense of does it halt a Pokémon’s development if it’s given early or is that irrelevant?,"['Evolution Stone', 'Nidoking', 'Pokemon Biology', 'Evolution']","It doesn't halt development but if you use them too early it can cause problems, because biological development is something of a process. If you skip steps in the process you can fuck things up down the line. Most of the time, in the long term things will work themselves out, but if you, say, forced an evolution on an infant you'd probably be dealing with serious long term developmental issues, stunting, etc.

Whereas Nidoking, who evolved relatively early, just has to deal with hormonal imbalances for a few years.

But they work by essentially triggering latent evolutionary genes via a boost from a stone's natural energies."
1093,How powerful is the Master Ball?,"['Master Ball', 'Pokeballs', 'Technology']","It's very powerful but honestly that sort of power isn't useful. If you're trying to catch something that is resistant to being caught, then it won't matter if the pokeball goes ding because the moment you let it out it's going to kill you.

That, and it is better at the capturing process, it's just that it's a proof of concept more than anything. Improvements on that scale aren't useful on their own. It's innovation for its own sake, rather than for practical application."
1094,Is the process of bringing back fossils going to eventually be streamlined enough for them to be introduced to their own environment? Or will it remain a special service for elite trainers?,"['Fossil Pokemon', 'Pokemon Biology']",It's not quite the same level of innovation for innovation's sake - there's genuine use to having fossil pokemon around to look at. It's just probably not something that'll become mainstream. A forever specialized thing.
1095,On the relative strength of the champions.,"['Champion', 'Cynthia', 'Lance', 'Metagross', 'Pokemon Battle', 'Steven']","Going back to some of the earlier conversations, I'd say that Lance is the overall strongest. His strategy of turning the majority of his team into the Pokemon equivalent of bombers is very effective and difficult to counter. When comparing the three Champions we've seen, they all counter each other to some extent. Lance has an advantage against Cynthia due to his fliers posing a unique challenge, but Steven's team are a bunch of hardened targets that can resist his elemental storms... plus Metagross, of course. Meanwhile, Steven's Metagross gets countered extremely well by Cynthia, and the remainder of her team can solidly outmaneuver his teammates.

It's hard to pin down the strongest since there's so many variables that come into play. Unique styles, trainer and pokemon personalities, the environment, the weather - all potential factors in determining how a battle will play out.

Lance has the most advantages, but in general Steven will fare better against him than Cynthia. There's a ton that goes into a battle on that level."
1096,How common is it for Mewtwo to tweak the genetic composition of the clones on his island if they’re meant to reproduce?,"['Mewtwo', 'New Island', 'Pokemon Biology']","They're capable of reproduction now, although finding a compatible partner among the clones may be a challenge. They are immortal thanks to Mewtwo, though, so I don't think they see it as a pressing matter yet."
1097,On Ryujin’s and Taimu’s relationship.,"['Cerulean City', 'Champion', 'Indigo', 'Kanto', 'Ryujin', 'Taimu']","I imagine the Ryujin and Taimu as quite close after the formation of the Indigo League. The Ryujin and his partner greatly respected Taimu as a foe, a feeling which was returned by the future Champion, and eventually turned on his father and secured Cerulean's allegiance during the final battle of the Kanto unification campaign."
1098,Do Pokemon like Metagross gain aspects permanently from bonds with people or other Pokemon? Such as a large amount of emotion?,"['Champion', 'Claydol', 'Metagross', 'Metang', 'Pokemon Biology', 'Steven', 'Psychic type']","Sort of! Psychics can begin to take on aspects of people they’re around (such as Claydol) but with significantly more issues resulting from that if they share long-term psychic bonds. That isn’t healthy, and often leads to a loss of identity for both.

Ironically enough, Steven embodies both between Claydol and Metagross.

Overall I’d say it wouldn’t be significantly more difficult on him than sharing headspace with almost other powerful psychics, but would definitely make it harder to adjust to.

I can actually see it being harder on him when he was forging that bond with the two Metang - similar as they might be, it would still be tugging him in two different directions."
1099,"Exeggutor are 3-6 separated entities too, correct?","['Exeggcute', 'Exeggutor', 'Metagross', 'Pokemon Biology']",Yep! I especially see Exeggcute as very disjointed compared to Metagross or Exeggutor.
1100,"Before Kanto and Johto were called Indigo, did the continent have one name for both Kanto and Johto or were they separate?","['Eastern Continent', 'Indigo', 'Johto', 'Kanto', 'Ore Mountains', 'Taimu']","They were separate until the unification under Taimu! The Ore Mountains were massive enough to be a solid dividing line that left them distinct. At most, they might have been seen as the southern regions of the Eastern Continent."
1101,"We know how Taimu met Mamoru, but how did he meet Shinobu and Chinatsu?","['Arcanine', 'Chinatsu', 'Indigo City', 'Legendary Pokemon', 'Mamoru', 'Moltres', 'Shinobu', 'Taimu', 'Tauros']","He met Chinatsu a few months after the destruction of Indigo City, when he was still wandering the wilderness with Mamoru in a daze. They saw an enormous light to the east one day, followed it, and discovered a shrine to Moltres which Chinatsu guarded.

They met Shinobu during their unification - a young Tauros separated from his herd and badly wounded in an attack by an Arcanine, who they nursed back to health."
1102,Was Chinatsu already a maiden to Moltres? [see question 1101],"['Champion', 'Chinatsu', 'Legendary Pokemon', 'Moltres']",Yep!
1103,Was Chinatsu a new maiden at this stage? [see question 1102],"['Champion', 'Chinatsu', 'Feather', 'Legendary Pokemon', 'Moltres', 'Ninetales', 'Taimu']","So Chinatsu was only a few decades old at this point. She was a worshiper of Moltres, but was freshly evolved into a Ninetales when she accepted the task to assist Taimu. That’s also when she received her Feather."
1104,Any reason why she [Chinatsu] took a few decades to evolve into Ninetales? [see question 1103],"['Champion', 'Chinatsu', 'Legendary Pokemon', 'Moltres', 'Ninetales', 'Pokemon Biology', 'Vulpix', 'Evolution']","Fire stones can be extremely rare in the wild - it’s essentially the life goal of Vulpix to find one.

Moltres provides a nice alternative, although quite a few Vulpix would enter into the service of older Ninetales that hoarded the things over the centuries.

Moltres has had countless Champions over the eons - one mark of Moltres’ is that they are never permanent. They might last for thousands and thousands of years, but that’s a drop in the bucket for a Legend. All fires go out one day, and when that happens their duty is done. Chinatsu is just the latest in a long, long line."
1105,Wasn’t he [Taimu] around his 50s to 60s [when he died]?,"['Age', 'Taimu']",Yep! That’s what went into his Recollection. I feel like I might have said he died in his late 30s at some point though - lots of time for me to have flip flopped before settling.
1106,Were people and their pokemon conscripted in the Last War?,"['Last War', 'National League', 'Unova']","Yep. Unova had mandatory military service for years before the war as they prepared. When tensions began to rise the regions of the National League also began recruitment efforts, then conscripted trainers once information suggested Unova’s invasion was imminent.

That said, the majority of the forces involved in the Unovan Landfall were hardened veterans - conscripted trainers were mainly left home as security, or used to man bases or otherwise relegated to non combat roles."
1107,"When challengers in the Hoenn league reach Wallace, do they fight on a modified field for his water types?","['Champion', 'Hoenn', 'Pokemon Battle', 'Wallace']","With League battlefields, there’s generally several different environments built into it so that no type of fighter is automatically at a disadvantage. There’s definitely going to be a lot of water, but also normal ground for fighters!"
1108,How common were psychic-type companions back in the era of Taimu?,"['Lavender Town', 'Pokemon Behaviour', 'Psychic type', 'Taimu']","They were pretty rare, especially outside Lavender! At that point most psychics lived isolated or in enclaves far from humans, and were pretty much able to avoid humanity with ease."
1109,So no Saffron enclave of Psychics? [see question 1108],"['Celadon City', 'Cerulean City', 'Lavender Town', 'Psychic type', 'Saffron City']","Yep! Previously, Saffron was dominated by fighting specialists. Lavender set it up intentionally that was as a buffer state between Celadon and Cerulean, its great rivals at the time"
1110,"How does Curse work in Traveler? Is it ghost type exclusive or can other pokemon learn it as well, but as the buffing variation?","['Curse', 'Dark type', 'Distortion', 'Ghost type', 'Pokemon Biology', 'Pokemon Moves']","Both options are available! Ghosts use Curse as a technique to inject a bit of their essence into an opponent, while non-ghosts can flood their body with Distortional energy to enhance their offense and defense at the cost of mobility and speed since it’s a concentration heavy technique.

Dark-types have an easy time with it since they have the power in spades already, but it can be difficult training for anything else. Inexperienced users will feel like they have the flu if they use it for too long, and constant use without giving the body time to adapt for long periods of time (ex. Months of using it multiple times per day) can lead to symptoms similar to radiation poisoning if a Pokémon isn’t careful.

But short term use is completely safe - holding it for a minute is totally fine, for example."
1111,On Aron’s age.,"['Age', 'Aron']","Aron was only a few months old when he was caught. That being said, if I could go back I’d make him at least a few years old to play into the fun dichotomy of his mentality and combat abilities compared to those of the much younger team."
1112,On how hard memory manipulation is.,"['Psychic type', 'Unova']","Also, destroying memories or wiping out sections is significantly easier than rewriting them. A somewhat skilled psychic can do that while keeping the person from suffering actual brain damage for the most part.

Identity erasure was actually a favorite punishment of the Unovan regime for serious political dissidents and repeat offenders that went against the regime."
1113,"How about copy pasting memories? directly inserting one person's memories into another person's head. It'd be obviously fake, but could it work? [see question 1112]","['Pseudo Legendary', 'Psychic type']","So for that, I’d say it’s kind of possible? Actually doing anything with memories beyond destroying them is excessively difficult - transferring memories would basically involved chasing that memory in someone else’s head, recreating it in someone else’s, and then hoping for the best. It might cause confusion, but it wouldn’t stick long or would be easily discernible from natural memories.

Even destroying memories is somewhat difficult - manipulating the brain like that at all without causing permanent damage takes massive amounts of control.

As for the emotional triggers, honestly not in 99% of cases. Even psychics that do focus on mental skills, hallucinations, domination, etc. tend to focus on the present - without the constant input of psychic power, the effect wears off.

Removing the emotional trigger in the moment is easy. Completely severing it is extremely difficult, beyond anything but a Master or Pseudolegendary psychic that’s specialized in those techniques."
1114,"How do League psychics refer to the Elite Four and Champion? Do they just use their title, like ""Elite Four Koga"", or do they have ""roles"" like Dazed has, such as ""Champion-Mentor"" for Lance?","['Champion', 'Dazed', 'Elite Four', 'Gym Leader', 'Koga', 'Lance', 'League', 'Pokemon Behaviour', 'Psychic type']",Generally they’ll refer to them entirely by their titles. Pokemon tend to see things in concepts/roles filled rather than individual names except in extreme circumstances. League-trained pokemon also tend to be better with human forms of address compared to psychics such as Dazed.
1115,How do Pokémon sizes work in Traveler again? Can biologically immortal just grow eternally in size?,"['Pokemon Biology', 'Meta']","Sort of! Most do have a cap they reach eventually, or else their growth slows to a negligible amount that keeps them at a relatively stable size.

It does depend on the species though."
1116,"Would a 500yo Tangrowth have a significantly bigger body then a 50yo Tangrowth, or would the majority of growth be in the vines?","['Pokemon Biology', 'Tangrowth']","His body would continue to grow substantially, but after a certain point it would primarily be vine growth that added to his size [see question 673]."
1117,On Dark Balls.,"['Cipher', 'Dark Balls', 'Michael', 'Pokeballs', 'Snag Machine', 'Team Rocket', 'Technology']","Basically Team Rocket absorbed as many of Cipher’s surviving science staff as it could after Michael ended them the second time - as a result of merging it with Rocket’s own research, they were able to produce the Dark Balls. Not quite as thorough, effective, or complete as the full method, but fast and easily usable. They were also crossed with snag machine tech to turn a trainer’s Pokémon right back against them."
1118,On how rare the starters are.,"['Gym', 'League', 'Pokemon Starter', 'Pokemon Trainer', 'Pokemon Breeder']","Yeah, the game starters are fairly rare. Not unheard of, but not easy to get either. Most people just get starters from their local Gym, a breeder, or other avenues - it’s in the League’s best interest to make sure there are as many available to new trainers as possible."
1119,On how big the King of the Mountain is.,"['King Under the Mountain', 'Pokemon Biology', 'Onix']","The King is able to loom a hundred feet high or something along those lines - he’s about two hundred long, but most of that is devoted to stabilizing himself."
1120,How high do his [King of the Mountain] special attacks reach?,"['King Under the Mountain', 'Pokemon Biology', 'Onix']","Pretty much as far as he wants them to, honestly."
1121,"Without obstruction, can a Hyper Beam fired in the sky even stop? Obviously it'll stop being fired if the Pokemon using it runs out of energy, but will the beam dissipate?","['Hyper Beam', 'Pokemon Moves']","Yep, it does. It gets worn down as it travels through the atmosphere."
1122,"Speaking of Lucario, did he [Bruno] have a lucario and a riolu? Or did the riolu we saw evolve into his lucario?","['Bruno', 'Elite Four', 'Evolution', 'Lucario', 'Riolu']",The Riolu we saw in Chapter 13 became his Lucario!
1123,"How far is the effective range of a hyper beam of an average Pokemon? like a weak weedle would get a foot at most, Master level go for miles?","['Hyper Beam', 'Master Trainer', 'Pokemon Moves']","Hmm, it would definitely depend on the mon. In general, a Master-level fighter’s Hyper Beam would be viable for a few hundred meters, but no more. After that it wouldn’t do much more than stun most Pokémon."
1124,Was it confirmed if pokemon migrate to different regions?,"['Pokemon Behaviour', 'Region', 'Meta']",Yep they can! Not super common though since local Pokémon don’t appreciate more competition.
1125,"What do Garchomp's line usually eat? Do they usually eat normal food, or like to eat rocks like the Tyranitar line?","['Garchomp', 'Geodude', 'Pokemon Behaviour', 'Pseudo Legendary', 'Tyranitar']","They eat basically everything they can find in their tunnels. Garchomp are voracious - if they run into something, there’s a good chance it’s going to be dinner. They don’t eat rock, but will crack open Geodude and stuff to get to the insides."
1126,"Are the coins on Meowth's head a body part like a horn, or do Meowths just keep their shiniest possession on their forehead?","['Meowth', 'Pokemon Biology']",They’re part of the body! They regrow over time.
1127,On Lance’s skill set.,"['Champion', 'Lance', 'Pokemon Battle']","One thing to remember is that Lance isn’t just raw power. He excels in it beyond the other Champions, but he’s still a brilliant opponent."
1128,Aren't there multiple Mewtwo?,"['Legendary Pokemon', 'Mewtwo', 'Pokemon Behaviour']","I think the real problem at this point would be Mewtwo not allowing it to be created \- the second he sensed it he’d pull a Krillin on baby Cell.

Or psychically neuter and enslave it. One of the two."
1129,"How fast are Special Attacks in Traveler? Like, does Thunderbolt cross a set distance faster than Flamethrower?","['Flamethrower', 'Thunderbolt', 'Pokemon Moves']","Yep, it depends on the attack. Thunderbolt is faster than Flamethrower for sure - that’s one big perk of electric attacks overall."
1130,Does Dazed have a Psychic name or does she only consider herself as Dazed?,"['Dazed', 'Pokemon Behaviour', 'Psychic type']","She considers herself as Dazed, although other psychics may perceive her as another name."
1131,"I remember Daisy's Gardevoir called her Dream Warrior, was that just a name psychics use for Hypno in general or was it specific to Dazed?","['Daisy', 'Dazed', 'Gardevoir', 'Hypno', 'Pokemon Behaviour', 'Psychic type']","Specific to Dazed, although it is heavily derived from terms for Hypno as a species!"
1132,What would Mew think of the Galar Fossils? Would it be curious? Disgusted? Amused?,"['Legendary Pokemon', 'Mew', 'Pokemon Behaviour', 'Pokemon Fossil', 'Galar']",Mew would find it entertaining if nothing else.
1133,On whether Mewtwo can clone itself.,"['Legendary Pokemon', 'Mewtwo', 'Pokemon Behaviour']","Mewtwo absolutely could, although he’s way too paranoid to try it."
1134,I wonder if Mew views Mewtwo the same way [amusement]?,"['Legendary Pokemon', 'Mew', 'Mewtwo']",I think Mew views Mewtwo more like if a toddler somehow managed to make a shockingly good replica of the Mona Lisa.
1135,Has Sneasel gone through all of his puberty stages or does he have more to go?,"['Evolution', 'Pokemon Biology', 'Sneasel']","He’s mostly through it - he’ll have a rush of hormones once he evolves, but all of his assholery now belongs solely to him."
1136,So biologically he’s [Sneasel is] able to evolve soon and he just needs to catch up to the rest of the team in power level a bit more? [see question 1135],"['Evolution', 'Pokemon Biology', 'Sneasel']","Yep, that’s pretty much it!"
1137,"What would Ash's journey look like if he wasn't so fate touched, or if the legends weren't waking up, Mewtwo didn't exist, etc.?","['Amelia', 'Ash', 'Champion', 'Conference', 'Cynthia', 'Gary', 'Jessica', 'Jonathan', 'Lance', 'Legendary Pokemon', 'Mewtwo', 'Professor Oak', 'Steven']","Interesting question! So, if we say he’s avoided all that stuff and either Legendary events aren’t happening or whatever, I think he’d be on a similar track as Lance, Steven, and Cynthia at that age.

I still see him traveling with Amelia and Jonathan unless there’s a good reason not to. Assuming through some bizarre twist he still gets the same teammates, I’d say he ends up at the Conference and makes it to either Top 8 or Top 4.

That said, it’s a MUCH harder fight. He would still do extremely well in the earliest, but would never dominate like he did.

He’d still solidly beat Jon, and scrape out a win against Jessica. Gary would beat him if Gary got training from Professor Oak like in Traveler proper, but I think Oak wouldn’t help Gary if Ash weren’t also getting Champion-level assistance. Or else he’d take them both on and try to heal their rift.

League would be very interested since Ash would still have been marked down as a very talented rookie, and I think they’d not make a trainee offer but would try to build some kind of relationship with him."
1138,"So, his experience with the legends is what pushed Ash to become as good as he has been, even if he's a once in a generation trainer already? [see question 1137]","['Ash', 'Legendary Pokemon']","Pretty much! Ash is the perfect mix of talent, circumstance, and grit. His trauma pushed him farther than he would have otherwise, and his Legendary experiences and other adventures have both shaped him as a trainer and earned him the confidence of many people who can help him grow beyond what he would be by himself."
1139,Why did Michael have Jessie and James bothering him? Was that just a reference?,"['James', 'Jessie', 'Jolteon', 'Michael', 'Pikachu', 'Team Rocket']","Nope, it’s because Pikachu wasn’t there to attract their attention. Instead they saw Michael’s Champion-level Jolteon and started following him."
1140,Also is it [Indigo Conference] summer or fall?,"['Conference', 'Meta']","Currently [around chapter 59] it’s early October (although I want to avoid using our month names in Traveler for immersion). The Indigo Conference ended in late March, for reference."
1141,So Silver > Indigo > Evergrande > Lily of the Valley > Vertress > Luminose?,"['Conference', 'Meta']","Nope, Silver is in April and Hoenn is in May!"
1142,"Out of Ash, Amelia, Gary, and Jon, who would watch a show like ""ancient aliens"" and believe it wholeheartedly?","['Amelia', 'Ash', 'Gary', 'Jonathan']",Definitely Jon lol. I can see him getting really into conspiracy theories or taking them at face value.
1143,On Alder’s action during the Last War.,"['Alder', 'Last War']","Alder and his resistance movement killed off several Ministers during the war, but I will say that he tried to capture or incapacitate as often as possible.

I picture Alder as someone willing to be ruthless when necessary, but eager to exhaust every possible option before he reaches that point!"
1144,Did Jaimie realize from this comment (and him then winning the tournament) that he was likely going to be a dangerous opponent in the League?,"['Dandra Town', 'Gym', 'Gym Badge', 'Jaimie', 'League']","I definitely think Jaime started planning on ways to work around him after Dandra, just to be safe. After that she wouldn’t have had any doubt he’d at least earn enough minor Gym badges to qualify, although I doubt she expected him to accomplish anything close to what he did.

Dandra is one of those things I don’t think of very often but remember very fondly."
1145,Would Ash even be allowed to participate in a tournament among normal trainers?,"['Ash', 'Pokemon Battle']","He would, although I think Ash himself wouldn’t be willing to unless he only used his weakest teammates.

More likely a match with him would end up being a prize of sorts - I can see the tournament organizers paying Ash a nice chunk just to be present and do something with the winners."
1146,"Infernus was able to contain the fire sphere power, why can't Oz do the same to some of Zapdos's electricity?","['Ash', 'Concept', 'Spheres', 'Infernus', 'Legendary Pokemon', 'Oz', 'Zapdos', 'Shamouti']","Yeah, with Infernus it more came down to willpower. Ash could conquer the Fire Sphere without being burnt to a crisp - the Concept dominates you, or you dominate the Concept. There’s no in between, more a metaphysical and battle of wills than just a battle of strength. Course, most mortals would be utterly subsumed and burnt out by the Fire Sphere. Ash and Infernus both have massive willpower, however, and also some familiarity with the Concept already - Ash had been tempered by Legendary contact, and Infernus had been remade with Fire.

Trying to tank an attack is a bit different. That’s a pure physical expression of the Legend’s power, and physical limits come into play there."
1147,On what Amelia is currently working on.,"['Amelia', 'Grey', 'Pokemon Battle']",One good thing to remember is that Amelia’s specifically trying to compensate for her weakness to raw power - she’s not eager to get bodied by another Grey!
1148,Does the Ever Grande league contact known Masters like Kapono Paewei for help with security threats since they aren’t as equipped with powerful trainers like Indigo?,"['Ever Grande', 'League', 'Master Trainer']","For Masters, they tend to be two things that make them unappealing for the League to contract:

1. They’re a huge pain to deal with 99% of the time if they’re not already with the League.

2. They’re very, very expensive.

For the resources and favors that go into hiring one Master, the Ever Grande League could hire a dozen or more mid to high-level trainers. The Ever Grande League’s main problem tends to be coverage, not firepower."
1149,On Dazed’s current [around chapter 59] strength.,['Dazed'],"I am excited to show Dazed’s growth! She’s kind of in a weird boat where her raw power is as high as it needs to be, and now most of her big strides will be based around learning new skills and techniques."
1150,How old is the Lily of the Valley League?,"['Calanthia', 'Champion', 'Knights of Uxie', 'League', 'Lily of the Valley', 'Sinnoh', 'Taimu']","So the Lily of the Valley League is roughly 800 years old, although Sinnoan civilization itself is essentially the oldest in the world. When Taimu was conquering Indigo, Sinnoh had been a complete and utter mess for centuries upon centuries, and only emerged from it when Calanthia and the Knights of Uxie scoured the region clean."
1151,On Clair’s current [around chapter 59] strength.,"['Clair', 'Master Trainer']","Yep, Clair is so, so close. She has the foundation of a Master, but lacks that spark of brilliance at the moment.

Clair is, as she’s always been, her own worst enemy."
1152,On Michael’s and Giovanni’s training strategy.,"['Giovanni', 'Michael']","Yep. Funnily enough, Giovanni and Michael both basically pulled the “Juice up my starter to Level 80 while the rest of my team lags behind” move I did when I was 9."
1153,Is air lens a very well known technique?,"['Air Lens', 'Blaine', 'Gym Leader', 'Magmar', 'Pokemon Trainer', 'Slugma']","The average (or even above average) trainer wouldn’t know about it in any detail unless they’re familiar with Blaine. It’s not casual knowledge, but if you read up on the Magmar or Slugma line it’ll pop up."
1154,Is that one of the defining marks [of a Champion]? That no matter how good a master plans there is just too much raw power and skill to overcome?,"['Champion', 'Master Trainer', 'Pokemon Battle', 'Pokemon Trainer']","Sort of! Champions tend to be pretty maxed out in all respects, but always have a particular specialty.

By the time you’re high Master-level it’s really tough to physically improve your Pokémon. They’re hitting their physiological limits - incremental growth is there, but from there it’s all about experience, tactics, and technique.

Every Champion-level fighter is a work of art, trained to perfection to counter literally anything, usually developing entirely unique skills or taking standard skills beyond what’s ever been seen before. And more than that, the team ends up as greater than the sum of its parts as each teammate can complement one another and set the others up for success.

There’s no ironclad mark for Champions other than just being more than even the strongest standard Masters. More skilled, more intelligent, and trained past the barriers most Masters fail to break through."
1155,On Mamoru’s power level.,"['Aura', 'Ghost of Lavender', 'Legendary Pokemon', 'Mamoru', 'Master Trainer', 'Pseudo Legendary']","I will say power was 95% figured out by Chapter 17, so the Mamoru fight is mostly valid!

Also, for the pseudos I will say there’s a spectrum, similar to Masters. Any Pokémon that’s transcended normal limits - whether through Legendary influence, raw physical might, technique, or Aura mastery is considered a pseudo, although some (such as Lavender) stand out as especially potent."
1156,Has anyone taken over the viridian gym yet?,"['ACE Trainer', 'Elite Four', 'Gym', 'Karen', 'Viridian Gym', 'Will']","Currently the League is staffing the Viridian Gym with an ACE trainer strong enough to keep it as a major challenge. As full-fledged Elite Four members, Will and Karen have too many other responsibilities to rotate in very often!"
